First_name,Surname,Height,Weight,Armspan,Wins,Losses,Draws,Total_Fights,Win_Percentage,sex,AHR
Lyman,Good,72,170,74,20,5,0,25,0.8,male,1.027777778
Mike,Guymon,72,170,74,12,5,1,18,0.694444444,male,1.027777778
Dan,Hardy,72,170,74,25,10,0,35,0.714285714,male,1.027777778
Pat,Healy,72,155,74,31,19,0,50,0.62,male,1.027777778
Alvaro,Herrera,72,155,74,9,6,0,15,0.6,male,1.027777778
Sean,Lally,72,170,74,8,2,0,10,0.8,male,1.027777778
Tom,Lawlor,72,205,74,10,6,0,16,0.625,male,1.027777778
Matt,Lindland,72,185,74,22,9,0,31,0.709677419,male,1.027777778
Nate,Marquardt,72,185,74,38,19,2,59,0.661016949,male,1.027777778
Vladimir,Matyushenko,72,205,74,26,7,0,33,0.787878788,male,1.027777778
Tim,McKenzie,72,185,74,13,8,0,21,0.619047619,male,1.027777778
Zachary,Micklewright,72,155,74,11,3,0,14,0.785714286,male,1.027777778
Bobby,Nash,72,170,74,8,4,0,12,0.666666667,male,1.027777778
Daniel,Omielanczuk,72,247,74,19,8,1,28,0.696428571,male,1.027777778
Wagner,Prado,72,205,74,8,2,0,10,0.8,male,1.027777778
Mike,Pyle,72,170,74,27,14,1,42,0.654761905,male,1.027777778
Nick,Ring,72,185,74,13,3,0,16,0.8125,male,1.027777778
Ivan,Shtyrkov,72,205,74,16,0,1,17,0.970588235,male,1.027777778
Erick,Silva,72,170,74,19,9,0,28,0.678571429,male,1.027777778
Darren,Stewart,72,185,74,11,4,0,15,0.733333333,male,1.027777778
Justin,Tafa,72,264,74,3,1,0,4,0.75,male,1.027777778
Evan,Tanner,72,185,74,32,8,0,40,0.8,male,1.027777778
Darren,Till,72,170,74,17,2,1,20,0.875,male,1.027777778
Guilherme,Vasconcelos,72,185,74,3,2,0,5,0.6,male,1.027777778
Marvin,Vettori,72,185,74,14,4,1,19,0.763157895,male,1.027777778
Kevin,Souza,72,145,74,19,4,0,23,0.826086957,male,1.027777778
Siyar,Bahadurzada,71,170,73,24,8,1,33,0.742424242,male,1.028169014
Nah-Shon,Burrell,71,170,73,9,3,0,12,0.75,male,1.028169014
Vik,Grujic,71,170,73,7,6,0,13,0.538461538,male,1.028169014
Bojan,Mihajlovic,71,205,73,10,6,0,16,0.625,male,1.028169014
Elizeu,Zaleski dos Santos,71,170,73,21,6,0,27,0.777777778,male,1.028169014
Ricardo,Abreu,71,185,73,5,3,0,8,0.625,male,1.028169014
Ben,Askren,71,170,73,19,1,0,20,0.95,male,1.028169014
Lance,Benoist,71,170,73,7,2,0,9,0.777777778,male,1.028169014
Yan,Cabral,71,155,73,12,3,0,15,0.8,male,1.028169014
Konstantin,Erokhin,71,230,73,9,3,0,12,0.75,male,1.028169014
Josh,Janousek,71,185,73,8,1,0,9,0.888888889,male,1.028169014
Brock,Jardine,71,170,73,9,3,0,12,0.75,male,1.028169014
Mickael,Lebout,71,155,73,14,5,1,20,0.725,male,1.028169014
Jake,Matthews,71,170,73,15,4,0,19,0.789473684,male,1.028169014
Keita,Nakamura,71,170,73,34,10,2,46,0.760869565,male,1.028169014
Frankie,Perez,71,155,73,10,4,0,14,0.714285714,male,1.028169014
Costas,Philippou,71,185,73,13,5,0,18,0.722222222,male,1.028169014
Alex,Reyes,71,170,73,13,3,0,16,0.8125,male,1.028169014
Victor,Reyna,71,170,73,10,3,0,13,0.769230769,male,1.028169014
Elias,Silverio,71,155,73,11,2,0,13,0.846153846,male,1.028169014
Greg,Soto,71,170,73,8,2,0,10,0.8,male,1.028169014
Andreas,Stahl,71,170,73,9,2,0,11,0.818181818,male,1.028169014
Paulo,Thiago,71,170,73,15,8,0,23,0.652173913,male,1.028169014
Kazuki,Tokudome,71,155,73,12,6,1,19,0.657894737,male,1.028169014
Jon,Tuck,71,155,73,10,5,0,15,0.666666667,male,1.028169014
Albert,Tumenov,71,170,73,17,4,0,21,0.80952381,male,1.028169014
Hector,Urbina,71,170,73,25,10,1,36,0.708333333,male,1.028169014
Randall,Wallace,71,185,73,15,6,0,21,0.714285714,male,1.028169014
Charlie,Ward,71,170,73,3,3,0,6,0.5,male,1.028169014
Andre,Winner,71,155,73,13,6,1,20,0.675,male,1.028169014
Joao,Zeferino,71,170,73,13,6,0,19,0.684210526,male,1.028169014
Clay,Collard,71,145,73,14,7,0,21,0.666666667,male,1.028169014
Makwan,Amirkhani,70,145,72,15,3,0,18,0.833333333,male,1.028571429
Chris,Avila,70,145,72,5,4,0,9,0.555555556,male,1.028571429
Manny,Vazquez,70,125,72,11,2,0,13,0.846153846,male,1.028571429
Rostem,Akman,70,170,72,6,2,0,8,0.75,male,1.028571429
Beneil,Dariush,70,155,72,16,4,1,21,0.785714286,male,1.028571429
Nasrat,Haqparast,70,155,72,11,2,0,13,0.846153846,male,1.028571429
Vinc,Pichel,70,155,72,12,2,0,14,0.857142857,male,1.028571429
John,Alessio,70,155,72,34,16,0,50,0.68,male,1.028571429
Matt,Arroyo,70,170,72,3,3,0,6,0.5,male,1.028571429
Rich,Attonito,70,170,72,10,5,0,15,0.666666667,male,1.028571429
Sean,Brady,70,170,72,11,0,0,11,1,male,1.028571429
Charlie,Brenneman,70,155,72,19,8,0,27,0.703703704,male,1.028571429
Will,Brooks,70,155,72,18,4,0,22,0.818181818,male,1.028571429
Joshua,Burkman,70,170,72,29,17,0,46,0.630434783,male,1.028571429
Johnny,Case,70,155,72,22,6,0,28,0.785714286,male,1.028571429
Chris,Dempsey,70,185,72,11,4,0,15,0.733333333,male,1.028571429
Antonio,Dos Santos,70,185,72,6,3,0,9,0.666666667,male,1.028571429
Per,Eklund,70,155,72,14,5,1,20,0.725,male,1.028571429
Thibault,Gouti,70,155,72,12,5,0,17,0.705882353,male,1.028571429
TJ,Grant,70,155,72,21,5,0,26,0.807692308,male,1.028571429
Mark,Hunt,70,265,72,13,14,1,28,0.482142857,male,1.028571429
Derrick,Krantz,70,170,72,24,12,0,36,0.666666667,male,1.028571429
Joe,Lowry,70,155,72,8,1,0,9,0.888888889,male,1.028571429
Adriano,Martins,70,155,72,28,9,0,37,0.756756757,male,1.028571429
KJ,Noons,70,155,72,12,8,0,20,0.6,male,1.028571429
Wendell,Oliveira,70,170,72,24,9,0,33,0.727272727,male,1.028571429
Karo,Parisyan,70,170,72,19,8,0,27,0.703703704,male,1.028571429
Anthony,Pettis,70,170,72,22,9,0,31,0.709677419,male,1.028571429
Joe,Proctor,70,155,72,11,5,0,16,0.6875,male,1.028571429
Shane,Roller,70,155,72,11,7,0,18,0.611111111,male,1.028571429
Jesse,Ronson,70,155,72,19,8,0,27,0.703703704,male,1.028571429
Diego,Sanchez,70,170,72,31,12,0,43,0.720930233,male,1.028571429
Devin,Smyth,70,170,72,9,1,0,10,0.9,male,1.028571429
Salim,Touahri,70,170,72,10,4,0,14,0.714285714,male,1.028571429
Brandon,Davis,70,135,72,10,8,0,18,0.555555556,male,1.028571429
Grant,Dawson,70,145,72,14,1,0,15,0.933333333,male,1.028571429
Jameel,Massouh,70,145,72,26,9,0,35,0.742857143,male,1.028571429
Estevan,Payan,70,145,72,14,6,0,20,0.7,male,1.028571429
Jordan,Rinaldi,70,145,72,14,7,0,21,0.666666667,male,1.028571429
Iuri,Alcantara,69,135,71,35,10,0,45,0.777777778,male,1.028985507
Jim,Alers,69,145,71,13,3,0,16,0.8125,male,1.028985507
Ricky,Turcios,69,135,71,8,1,0,9,0.888888889,male,1.028985507
Tae Hyun,Bang,69,155,71,18,10,0,28,0.642857143,male,1.028985507
Hiromitsu,Miura,69,170,71,9,6,0,15,0.6,male,1.028985507
Kyle,Bradley,69,155,71,15,8,0,23,0.652173913,male,1.028985507
Danny,Castillo,69,155,71,17,10,0,27,0.62962963,male,1.028985507
JC,Cottrell,69,155,71,17,5,0,22,0.772727273,male,1.028985507
Jake,Ellenberger,69,170,71,31,15,0,46,0.673913043,male,1.028985507
Brian,Foster,69,170,71,18,5,0,23,0.782608696,male,1.028985507
Matt,Frevola,69,155,71,8,1,1,10,0.85,male,1.028985507
Kelvin,Gastelum,69,185,71,16,4,0,20,0.8,male,1.028985507
Piotr,Hallmann,69,155,71,15,5,0,20,0.75,male,1.028985507
Marcin,Held,69,155,71,23,7,0,30,0.766666667,male,1.028985507
Anthony,Lapsley,69,170,71,25,7,0,32,0.78125,male,1.028985507
Hector,Lombard,69,185,71,34,10,1,45,0.766666667,male,1.028985507
Todd,Moore,69,170,71,14,5,0,19,0.736842105,male,1.028985507
Forrest,Petz,69,170,71,24,9,0,33,0.727272727,male,1.028985507
Joseph,Solecki,69,155,71,7,2,0,9,0.777777778,male,1.028985507
Rick,Story,69,170,71,19,9,0,28,0.678571429,male,1.028985507
Frank,Trigg,69,170,71,21,9,0,30,0.7,male,1.028985507
Lando,Vannata,69,155,71,10,4,2,16,0.6875,male,1.028985507
Jacob,Volkmann,69,155,71,15,4,0,19,0.789473684,male,1.028985507
Germaine,de Randamie,69,135,71,9,3,0,12,0.75,male,1.028985507
Roland,Delorme,69,135,71,9,4,0,13,0.692307692,male,1.028985507
Wang,Guan,69,145,71,20,1,1,22,0.931818182,male,1.028985507
Jimy,Hettes,69,145,71,11,3,0,14,0.785714286,male,1.028985507
Naoki,Inoue,69,125,71,11,1,0,12,0.916666667,male,1.028985507
Jacob,Kilburn,69,145,71,6,1,0,7,0.857142857,male,1.028985507
Jeremy,Stephens,69,145,71,28,17,0,45,0.622222222,male,1.028985507
Kevin,Syler,69,145,71,8,0,0,8,1,male,1.028985507
Yoshinori,Horie,68,145,70,8,2,0,10,0.8,male,1.029411765
Nad,Narimani,68,145,70,12,3,0,15,0.8,male,1.029411765
Cub,Swanson,68,145,70,26,11,0,37,0.702702703,male,1.029411765
Arnold,Allen,68,145,70,15,1,0,16,0.9375,male,1.029411765
Mirsad,Bektic,68,145,70,13,2,0,15,0.866666667,male,1.029411765
Tyler,Toner,68,145,70,12,3,0,15,0.8,male,1.029411765
Nazareno,Malegarie,68,155,70,28,5,0,33,0.848484848,male,1.029411765
Tiequan,Zhang,68,155,70,18,4,0,22,0.818181818,male,1.029411765
Mac,Danzig,68,155,70,22,12,1,35,0.642857143,male,1.029411765
Drew,Dober,68,155,70,21,9,0,30,0.7,male,1.029411765
Rafael,Dos Anjos,68,170,70,29,12,0,41,0.707317073,male,1.029411765
Luigi,Fioravanti,68,170,70,22,11,0,33,0.666666667,male,1.029411765
Aleksei,Kunchenko,68,170,70,20,1,0,21,0.952380952,male,1.029411765
Kurt,Pellegrino,68,155,70,16,6,0,22,0.727272727,male,1.029411765
Mike,Pierce,68,170,70,17,7,0,24,0.708333333,male,1.029411765
Justin,Salas,68,155,70,12,7,0,19,0.631578947,male,1.029411765
Abel,Trujillo,68,155,70,15,8,0,23,0.652173913,male,1.029411765
Phil,Caracappa,68,135,70,8,1,0,9,0.888888889,male,1.029411765
Ernest,Chavez,68,145,70,8,2,0,10,0.8,male,1.029411765
Rilley,Dutro,68,125,70,14,3,0,17,0.823529412,male,1.029411765
Willie,Gates,68,125,70,12,7,0,19,0.631578947,male,1.029411765
Matt,Grice,68,145,70,15,5,0,20,0.75,male,1.029411765
Alfred,Khashakyan,68,135,70,8,3,0,11,0.727272727,male,1.029411765
Jonathan,Martinez,68,135,70,11,2,0,13,0.846153846,male,1.029411765
Said,Nurmagomedov,68,135,70,13,1,0,14,0.928571429,male,1.029411765
Filip,Pejic,68,135,70,10,2,1,13,0.807692308,male,1.029411765
Matt,Schnell,68,125,70,14,4,0,18,0.777777778,male,1.029411765
Marlon,Vera,68,135,70,15,5,1,21,0.738095238,male,1.029411765
Jorge,Gurgel,67,155,69,14,9,0,23,0.608695652,male,1.029850746
Brendan,O'Reilly,67,170,69,6,3,0,9,0.666666667,male,1.029850746
Chris,Beal,67,125,69,10,3,0,13,0.769230769,male,1.029850746
Mark,Cherico,67,145,69,11,1,0,12,0.916666667,male,1.029850746
Tyler,Diamond,67,145,69,9,2,0,11,0.818181818,male,1.029850746
Reuben,Duran,67,135,69,8,5,1,14,0.607142857,male,1.029850746
Edwin,Figueroa,67,135,69,9,4,0,13,0.692307692,male,1.029850746
Tatsuya,Kawajiri,67,145,69,35,10,2,47,0.765957447,male,1.029850746
Matthew,Lopez,67,135,69,10,4,0,14,0.714285714,male,1.029850746
Jason,Perrin,67,135,69,8,3,0,11,0.727272727,male,1.029850746
Daniel,Pineda,67,145,69,18,11,0,29,0.620689655,male,1.029850746
Ray,Rodriguez,67,135,69,15,5,0,20,0.75,male,1.029850746
Javier,Vazquez,67,145,69,16,5,0,21,0.761904762,male,1.029850746
Eddie,Wineland,67,135,69,24,13,1,38,0.644736842,male,1.029850746
Zach,Zane,67,145,69,12,7,0,19,0.631578947,male,1.029850746
Michihiro,Omigawa,66,145,68,13,13,1,27,0.5,male,1.03030303
Merab,Dvalishvili,66,135,68,9,4,0,13,0.692307692,male,1.03030303
Matt,Serra,66,170,68,11,7,0,18,0.611111111,male,1.03030303
Guido,Cannetti,66,135,68,8,5,0,13,0.615384615,male,1.03030303
Josh,Clopton,66,145,68,6,2,1,9,0.722222222,male,1.03030303
Frankie,Edgar,66,145,68,22,7,1,30,0.75,male,1.03030303
Chad,George,66,135,68,13,6,0,19,0.684210526,male,1.03030303
Tyson,Griffin,66,145,68,15,6,0,21,0.714285714,male,1.03030303
Brad,Pickett,66,135,68,26,14,0,40,0.65,male,1.03030303
Joby,Sanchez,66,135,68,11,4,0,15,0.733333333,male,1.03030303
Eric,Shelton,66,125,68,12,6,0,18,0.666666667,male,1.03030303
Brandon,Visher,66,135,68,13,3,0,16,0.8125,male,1.03030303
Jussier,Formiga,65,125,67,23,6,0,29,0.793103448,male,1.030769231
Michinori,Tanaka,65,135,67,11,3,0,14,0.785714286,male,1.030769231
JJ,Aldrich,65,125,67,8,3,0,11,0.727272727,male,1.030769231
Rogerio,Bontorin,65,125,67,16,1,0,17,0.941176471,male,1.030769231
Manvel,Gamburyan,65,135,67,18,11,0,29,0.620689655,male,1.030769231
Elias,Garcia,65,125,67,6,2,0,8,0.75,male,1.030769231
Alexandre,Pantoja,65,125,67,21,4,0,25,0.84,male,1.030769231
Rafael,Rebello,65,135,67,7,4,0,11,0.636363636,male,1.030769231
Manny,Tapia,65,135,67,11,4,1,16,0.71875,male,1.030769231
Journey,Newson,65,135,67,9,2,0,11,0.818181818,male,1.030769231
Norifumi,Yamamoto,64,135,66,18,6,0,24,0.75,male,1.03125
Fredy,Serrano,63,125,65,3,2,0,5,0.6,male,1.031746032
Hector,Sandoval,62,125,64,14,4,0,18,0.777777778,male,1.032258065
Daniel,Spitz,79,245,82,6,3,0,9,0.666666667,male,1.037974684
Cyrille,Diabate,78,205,81,20,10,3,33,0.651515152,male,1.038461538
Don'Tale,Mayes,78,260,81,7,2,0,9,0.777777778,male,1.038461538
Christian,Morecraft,78,260,81,7,3,0,10,0.7,male,1.038461538
Juan,Adams,77,265,80,5,2,0,7,0.714285714,male,1.038961039
Christian,Colombo,77,265,80,8,3,1,12,0.708333333,male,1.038961039
Greg,Hardy,77,265,80,5,1,0,6,0.833333333,male,1.038961039
Jamahal,Hill,76,205,79,5,0,0,5,1,male,1.039473684
Shane,del Rosario,76,250,79,11,2,0,13,0.846153846,male,1.039473684
Rico,Farrington,76,170,79,7,2,0,9,0.777777778,male,1.039473684
Roger,Gracie,76,185,79,6,2,0,8,0.75,male,1.039473684
Daniel,Spohn,76,205,79,15,6,0,21,0.714285714,male,1.039473684
Khadis,Ibragimov,75,205,78,8,1,0,9,0.888888889,male,1.04
Serghei,Spivac,75,260,78,10,1,0,11,0.909090909,male,1.04
Josh,Barnett,75,250,78,35,8,0,43,0.813953488,male,1.04
Randy,Brown,75,170,78,11,3,0,14,0.785714286,male,1.04
Francis,Carmont,75,205,78,23,10,0,33,0.696969697,male,1.04
Jake,Collier,75,205,78,11,4,0,15,0.733333333,male,1.04
Robert,Drysdale,75,205,78,6,0,0,6,1,male,1.04
Todd,Duffee,75,260,78,9,3,0,12,0.75,male,1.04
Andy,Enz,75,185,78,8,3,0,11,0.727272727,male,1.04
Tyler,Hill,75,170,78,8,1,0,9,0.888888889,male,1.04
Bobby,Lashley,75,255,78,7,1,0,8,0.875,male,1.04
Rob,MacDonald,75,205,78,5,4,0,9,0.555555556,male,1.04
Ruslan,Magomedov,75,242,78,14,1,0,15,0.933333333,male,1.04
Raphael,Pessoa,75,262,78,9,1,0,10,0.9,male,1.04
Karl,Reed,75,205,78,6,1,0,7,0.857142857,male,1.04
Marcin,Tybura,75,249,78,17,6,0,23,0.739130435,male,1.04
Mostapha,Al-Turk,74,245,77,6,6,0,12,0.5,male,1.040540541
Paul,Buentello,74,245,77,29,14,0,43,0.674418605,male,1.040540541
Luiz,Cane,74,185,77,12,5,0,17,0.705882353,male,1.040540541
Alton,Cunningham,74,205,77,7,1,0,8,0.875,male,1.040540541
Clint,Hester,74,205,77,11,6,0,17,0.647058824,male,1.040540541
Jeff,Hughes,74,250,77,10,2,0,12,0.833333333,male,1.040540541
Christian,Lohsen,74,155,77,7,1,0,8,0.875,male,1.040540541
Eliot,Marshall,74,205,77,10,4,0,14,0.714285714,male,1.040540541
Ben,Saunders,74,170,77,22,12,2,36,0.638888889,male,1.040540541
Anderson,Silva,74,185,77,34,10,0,44,0.772727273,male,1.040540541
Rory,Singer,74,185,77,11,9,0,20,0.55,male,1.040540541
Tor,Troeng,74,185,77,16,7,1,24,0.6875,male,1.040540541
Christian,Wellisch,74,234,77,8,5,0,13,0.615384615,male,1.040540541
Jordan,Wright,74,185,77,9,0,0,9,1,male,1.040540541
Andrew,Craig,73,170,76,9,4,0,13,0.692307692,male,1.04109589
Nick,Diaz,73,185,76,26,9,0,35,0.742857143,male,1.04109589
Tomasz,Drwal,73,205,76,19,4,1,24,0.8125,male,1.04109589
Wilson,Gouveia,73,185,76,12,8,0,20,0.6,male,1.04109589
Dwight,Grant,73,170,76,10,2,0,12,0.833333333,male,1.04109589
Matt,Hamill,73,205,76,12,5,0,17,0.705882353,male,1.04109589
Collin,Hart,73,185,76,4,2,1,7,0.642857143,male,1.04109589
Dustin,Hazelett,73,170,76,12,7,0,19,0.631578947,male,1.04109589
Ryan,Jensen,73,185,76,15,8,0,23,0.652173913,male,1.04109589
Marcos,Mariano,73,155,76,6,6,0,12,0.5,male,1.04109589
Che,Mills,73,170,76,15,5,0,20,0.75,male,1.04109589
Kyle,Noke,73,170,76,22,10,1,33,0.681818182,male,1.04109589
Khalil,Rountree Jr.,73,205,76,9,4,0,13,0.692307692,male,1.04109589
Mauricio,Rua,73,205,76,26,11,0,37,0.702702703,male,1.04109589
Bradley,Scott,73,170,76,12,6,0,18,0.666666667,male,1.04109589
Sean,Strickland,73,170,76,20,3,0,23,0.869565217,male,1.04109589
Marcio,Alexandre Junior,72,185,75,17,4,0,21,0.80952381,male,1.041666667
Matt,Brown,72,170,75,23,16,0,39,0.58974359,male,1.041666667
Luan,Chagas,72,170,75,15,3,1,19,0.815789474,male,1.041666667
Devin,Clark,72,205,75,10,4,0,14,0.714285714,male,1.041666667
Zak,Cummings,72,185,75,23,7,0,30,0.766666667,male,1.041666667
Tom,DeBlass,72,185,75,7,2,0,9,0.777777778,male,1.041666667
Joe,Doerksen,72,185,75,47,16,0,63,0.746031746,male,1.041666667
Rashad,Evans,72,205,75,24,8,1,33,0.742424242,male,1.041666667
Bartosz,Fabinski,72,170,75,14,3,0,17,0.823529412,male,1.041666667
Justin,Frazier,72,265,75,11,3,0,14,0.785714286,male,1.041666667
Anthony,Hernandez,72,185,75,8,1,0,9,0.888888889,male,1.041666667
Jay,Hieron,72,170,75,23,7,0,30,0.766666667,male,1.041666667
Dan,Hooker,72,155,75,20,8,0,28,0.714285714,male,1.041666667
Jamelle,Jones,72,205,75,7,5,0,12,0.583333333,male,1.041666667
Shawn,Jordan,72,260,75,18,7,0,25,0.72,male,1.041666667
Nico,Musoke,72,170,75,13,5,0,18,0.722222222,male,1.041666667
Jason,Novelli,72,155,75,11,3,1,15,0.766666667,male,1.041666667
Leonardo,Santos,72,155,75,17,4,1,22,0.795454545,male,1.041666667
Stefan,Sekulic,72,170,75,12,3,0,15,0.8,male,1.041666667
Peter,Sobotta,72,170,75,17,6,1,24,0.729166667,male,1.041666667
Stephen,Thompson,72,170,75,14,4,1,19,0.763157895,male,1.041666667
Karlos,Vemola,72,185,75,10,4,0,14,0.714285714,male,1.041666667
Bobby,Voelker,72,170,75,24,12,0,36,0.666666667,male,1.041666667
Keith,Wisniewski,72,170,75,28,13,1,42,0.678571429,male,1.041666667
David,Zawada,72,170,75,16,5,0,21,0.761904762,male,1.041666667
Steve,Garcia,72,135,75,9,3,0,12,0.75,male,1.041666667
Papy,Abedi,71,185,74,9,3,0,12,0.75,male,1.042253521
Wanderlei,Silva,71,205,74,35,12,1,48,0.739583333,male,1.042253521
Khama,Worthy,71,155,74,15,6,0,21,0.714285714,male,1.042253521
Sultan,Aliev,71,170,74,15,3,0,18,0.833333333,male,1.042253521
Pat,Barry,71,235,74,8,7,0,15,0.533333333,male,1.042253521
Roan,Carneiro,71,170,74,21,11,0,32,0.65625,male,1.042253521
Nicolas,Dalby,71,170,74,18,3,1,22,0.840909091,male,1.042253521
Dan,Henderson,71,185,74,32,15,0,47,0.680851064,male,1.042253521
Tim,Kennedy,71,185,74,18,6,0,24,0.75,male,1.042253521
Robbie,Lawler,71,170,74,28,14,0,42,0.666666667,male,1.042253521
Chris,Leben,71,185,74,22,11,0,33,0.666666667,male,1.042253521
Jorge,Masvidal,71,170,74,34,13,0,47,0.723404255,male,1.042253521
Alan,Patrick,71,155,74,15,2,0,17,0.882352941,male,1.042253521
Louis,Taylor,71,185,74,11,3,0,14,0.785714286,male,1.042253521
Austin,Vanderford,71,170,74,4,0,0,4,1,male,1.042253521
Emil,Meek,71,170,74,9,4,1,14,0.678571429,male,1.042253521
Roger,Zapata,71,170,74,4,3,0,7,0.571428571,male,1.042253521
Andre,Fili,71,145,74,20,6,0,26,0.769230769,male,1.042253521
Josh,Grispi,71,145,74,14,5,0,19,0.736842105,male,1.042253521
Terrance,McKinney,71,145,74,7,1,0,8,0.875,male,1.042253521
Jun Yong,Park,70,185,73,10,4,0,14,0.714285714,male,1.042857143
Vagner,Rocha,70,155,73,11,4,0,15,0.733333333,male,1.042857143
Yoshihiro,Akiyama,70,170,73,14,6,0,20,0.7,male,1.042857143
Josh,Appelt,70,255,73,15,6,0,21,0.714285714,male,1.042857143
Peter,Barrett,70,155,73,8,2,0,10,0.8,male,1.042857143
Brad,Blackburn,70,170,73,18,13,1,32,0.578125,male,1.042857143
Ramiz,Brahimaj,70,170,73,8,2,0,10,0.8,male,1.042857143
Charles,Byrd,70,185,73,10,6,0,16,0.625,male,1.042857143
Frank,Camacho,70,170,73,22,7,0,29,0.75862069,male,1.042857143
Fabricio,Camoes,70,155,73,14,9,1,24,0.604166667,male,1.042857143
Mitch,Clarke,70,155,73,11,5,0,16,0.6875,male,1.042857143
Marc,Diakiese,70,155,73,14,3,0,17,0.823529412,male,1.042857143
Joe,Duffy,70,155,73,16,4,0,20,0.8,male,1.042857143
Tom,Gallicchio,70,170,73,19,11,0,30,0.633333333,male,1.042857143
Lewis,Gonzalez,70,170,73,10,2,0,12,0.833333333,male,1.042857143
Desmond,Green,70,155,73,23,8,0,31,0.741935484,male,1.042857143
Chris,Indich,70,170,73,5,3,0,8,0.625,male,1.042857143
Michael,Johnson,70,155,73,20,14,0,34,0.588235294,male,1.042857143
Rob,Kimmons,70,185,73,24,8,0,32,0.75,male,1.042857143
Josh,Koscheck,70,170,73,19,10,0,29,0.655172414,male,1.042857143
Ilir,Latifi,70,205,73,15,7,0,22,0.681818182,male,1.042857143
James,Mulheron,70,243,73,11,2,0,13,0.846153846,male,1.042857143
Cody,Pfister,70,155,73,12,6,1,19,0.657894737,male,1.042857143
Michel,Quinones,70,155,73,8,3,0,11,0.727272727,male,1.042857143
Abdul,Razak Alhassan,70,170,73,10,1,0,11,0.909090909,male,1.042857143
Takashi,Sato,70,170,73,15,3,0,18,0.833333333,male,1.042857143
Ben,Wall,70,155,73,7,2,1,10,0.75,male,1.042857143
Jimmy,Wallhead,70,170,73,29,11,0,40,0.725,male,1.042857143
Alex,Caceres,70,145,73,15,12,0,27,0.555555556,male,1.042857143
Martin,Day,70,135,73,8,3,0,11,0.727272727,male,1.042857143
Alex,Enlund,70,145,73,14,2,0,16,0.875,male,1.042857143
Jordan,Griffin,70,145,73,17,7,0,24,0.708333333,male,1.042857143
Myles,Jury,70,145,73,17,4,0,21,0.80952381,male,1.042857143
Benito,Lopez,70,135,73,10,1,0,11,0.909090909,male,1.042857143
Bobby,Moffett,70,145,73,14,5,0,19,0.736842105,male,1.042857143
Mackens,Semerzier,69,145,72,8,4,0,12,0.666666667,male,1.043478261
Junior,Assuncao,69,145,72,13,4,0,17,0.764705882,male,1.043478261
Phil,Baroni,69,170,72,14,15,0,29,0.482758621,male,1.043478261
Anthony,Christodoulou,69,155,72,12,6,0,18,0.666666667,male,1.043478261
Rich,Clementi,69,155,72,40,20,1,61,0.663934426,male,1.043478261
Joe,Ellenberger,69,155,72,15,2,0,17,0.882352941,male,1.043478261
Alex,Garcia,69,170,72,15,6,0,21,0.714285714,male,1.043478261
John,Gunther,69,155,72,7,2,0,9,0.777777778,male,1.043478261
Dennis,Hallman,69,155,72,67,14,2,83,0.819277108,male,1.043478261
Alexander,Hernandez,69,155,72,11,2,0,13,0.846153846,male,1.043478261
Jesse,Lennox,69,170,72,15,3,0,18,0.833333333,male,1.043478261
Jess,Liaudin,69,170,72,19,11,0,30,0.633333333,male,1.043478261
Cristiano,Marcello,69,155,72,13,6,0,19,0.684210526,male,1.043478261
David,Michaud,69,155,72,8,2,0,10,0.8,male,1.043478261
Nate,Mohr,69,155,72,9,7,0,16,0.5625,male,1.043478261
Felipe,Olivieri,69,155,72,14,5,0,19,0.736842105,male,1.043478261
Dustin,Poirier,69,155,72,25,6,0,31,0.806451613,male,1.043478261
Leandro,Silva,69,155,72,19,4,1,24,0.8125,male,1.043478261
Ben,Sosoli,69,265,72,7,2,0,9,0.777777778,male,1.043478261
Rodney,Wallace,69,205,72,11,4,1,16,0.71875,male,1.043478261
TJ,Brown,69,145,72,13,6,0,19,0.684210526,male,1.043478261
Justin,Gonzales,69,145,72,9,0,0,9,1,male,1.043478261
Tommy,Hayden,69,145,72,8,2,0,10,0.8,male,1.043478261
Dylan,Lockard,69,145,72,6,1,0,7,0.857142857,male,1.043478261
Albert,Morales,69,135,72,7,4,1,12,0.625,male,1.043478261
Phillipe,Nover,69,145,72,12,8,1,21,0.595238095,male,1.043478261
Juan,Puig,69,145,72,11,4,0,15,0.733333333,male,1.043478261
Maximo,Blanco,68,145,71,12,8,1,21,0.595238095,male,1.044117647
Ottman,Azaitar,68,155,71,12,0,0,12,1,male,1.044117647
Gesias,Cavalcante,68,155,71,16,5,1,22,0.75,male,1.044117647
Magomed,Mustafaev,68,155,71,14,2,0,16,0.875,male,1.044117647
Rafaello,Oliveira,68,155,71,15,7,0,22,0.681818182,male,1.044117647
Rousimar,Palhares,68,170,71,24,5,0,29,0.827586207,male,1.044117647
Kazula,Vargas,68,155,71,10,3,0,13,0.769230769,male,1.044117647
Jorge,de Oliveira,68,155,71,7,2,0,9,0.777777778,male,1.044117647
Rafael,Fiziev,68,155,71,6,1,0,7,0.857142857,male,1.044117647
Jason,High,68,155,71,19,5,0,24,0.791666667,male,1.044117647
Terry,Martin,68,185,71,22,9,0,31,0.709677419,male,1.044117647
Jim,Miller,68,155,71,31,13,0,44,0.704545455,male,1.044117647
Lukasz,Sajewski,68,155,71,13,3,0,16,0.8125,male,1.044117647
